Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
kawung.27.jpg,Kawung,5245.685185185185,8905.311385459532,5457.34126984127,7298.705075445815,0.7539821516287726,0.639251054971751,0.7526593113591573,0.6680569471600039,34.65343915343915,53.986282578875176,35.31481481481481,47.336076817558286,1.3263596278785477,1.4522501653637603,1.3306314454774,1.4220492221594914,0.408420466952213,0.3475748013420116,0.41280251812659213,0.36219824966459113,0.639077825426773,0.5895547483839068,0.6424970958117959,0.6018290867551943,0.5049758353954633,0.17553831122544752,0.48500230042499864,0.32427935959715587
kawung.26.jpg,Kawung,6981.870370370371,10666.438957475993,6363.515873015874,8741.692729766804,0.6984292412344029,0.6090733844363008,0.697107161753732,0.6488526875468736,43.90740740740741,61.15500685871056,42.41005291005291,52.732510288065846,1.4016881177887315,1.5059842338400442,1.4027186331055461,1.4764358918108138,0.39259119285574323,0.3299265581692042,0.3866274390414603,0.35450031141744803,0.6265709799023118,0.5743923381881101,0.6217937270843605,0.5953992873840613,0.39881321371054274,0.10069707116942858,0.4523717322858513,0.2629752154249937
kawung.32.jpg,Kawung,9601.153439153439,14159.193415637861,10657.674603174602,13040.362139917697,0.5026745713659431,0.37863508577424837,0.46167142575213327,0.43898816708353744,67.41798941798942,89.89300411522633,73.66931216931216,81.8326474622771,1.8252247843074523,1.869134537024649,1.84254679302096,1.8743392308957287,0.18734252960443437,0.17639305209797512,0.1823725889532768,0.1778043094153443,0.43283083254827676,0.41999172860661804,0.42705103787870224,0.42166848283378294,0.27805917064243096,-0.056873380903926594,0.19900181399193817,0.02663864964192883
kawung.109.jpg,Kawung,8908.650793650795,14448.886145404664,9382.060846560846,12345.739368998627,0.5807115660842308,0.44721664399978117,0.5516128257931943,0.5061990287773456,58.968253968253975,84.82030178326474,62.67989417989418,74.29903978052127,1.6891613682794893,1.7624039307795392,1.696065326019389,1.7587066552886435,0.253627942946726,0.2128768762666034,0.2491277889756726,0.2231988122858417,0.503614875620971,0.4613858214841494,0.49912702689362815,0.47243921544029527,0.33937970208664686,-0.05500339260825289,0.3042740169012416,0.09856048504519213
kawung.24.jpg,Kawung,10030.547619047618,16667.204389574763,8713.965608465609,16263.01783264746,0.46828527713410417,0.38137595666853186,0.5172245721880507,0.38549125688003216,71.46296296296296,96.23045267489712,63.854497354497354,94.82030178326474,1.7707879228218497,1.811499123197678,1.747151016286874,1.821799771966241,0.2016163461269281,0.18489070282496084,0.20918104896279502,0.18323012338152306,0.4490170889030039,0.4299891891954504,0.4573631477970159,0.4280538790637495,0.25494391525146015,-0.2268384203232676,0.35234275382761626,-0.19708708438076536
kawung.30.jpg,Kawung,10416.23544973545,16509.190672153632,9901.510582010584,13640.150891632375,0.5119323533252403,0.36628810861837097,0.5278046317854285,0.49248143491965374,68.75925925925927,97.09739368998626,66.06613756613757,78.85048010973938,1.7881363594520427,1.8142054320403473,1.7813820872392532,1.8224757831467129,0.20839894599815242,0.18867381327372182,0.2113803854875284,0.1936527290894004,0.4565073340025902,0.43436599000580356,0.4597612266030362,0.44005991534040045,0.23981117769031945,-0.1891892625717269,0.2775667810127803,0.017473278835698384
kawung.18.jpg,Kawung,7741.402116402116,11695.725651577504,7717.37037037037,10976.899862825789,0.6481678177985606,0.5418622056514323,0.6455225484856915,0.5487210837337126,50.17460317460318,69.56378600823047,50.33333333333333,67.09465020576133,1.6300602973495355,1.7318119407658727,1.6261924111618578,1.7210473290489567,0.28478521038044846,0.2393191342030442,0.28790137454158615,0.24642152186225755,0.5336527057745032,0.4892025492605739,0.5365644178862274,0.49640862387982093,0.4317642553716558,0.15568610928375615,0.43345611470421996,0.20757810953482855
kawung.19.jpg,Kawung,9622.806878306877,14854.82853223594,9064.402116402116,11146.831275720166,0.5569031845326199,0.4225267876299118,0.5714528566157516,0.48974050843735983,62.86507936507936,87.98628257887516,60.169312169312164,72.57064471879286,1.8088165787715593,1.8590201355380938,1.7906835207642073,1.8416839932699494,0.19903295680412084,0.1795862569880758,0.20319979843789368,0.18720610566365786,0.4461310982257579,0.4237761873773417,0.4507768832115215,0.43267320885820726,0.2976015539279705,-0.07186862053399519,0.33957129208501086,0.19568653135890687
kawung.31.jpg,Kawung,10025.814814814814,14286.672153635116,9706.121693121693,12142.781893004114,0.5000288857216914,0.4403586316482085,0.5516125149217934,0.4773948578807826,68.74603174603175,84.97119341563786,63.529100529100525,76.21399176954732,1.8425345319548732,1.8936640488318177,1.8350269500500294,1.8874449260729573,0.18557186248985194,0.17245564418251508,0.19226872847904594,0.17704787549323442,0.43078052705507935,0.41527779158355566,0.43848458180310734,0.4207705734640131,0.27794545024905093,-0.020078653541868594,0.30068321409290305,0.13299665097189464
kawung.25.jpg,Kawung,11377.978835978836,18458.935528120714,11291.280423280423,13497.626886145405,0.4603481253549324,0.36079975333582,0.49738239844832477,0.4431026756816772,75.65079365079364,102.64471879286694,72.27513227513228,82.66392318244169,1.9174408933547238,1.9661014535992567,1.9239292287005518,1.9667092538928286,0.174039780521262,0.15638048249946843,0.17492161473642953,0.16274054880974556,0.41718075281736333,0.39544972183511323,0.41823631446399956,0.4034111411571891,0.28070468412341204,-0.15482141205385824,0.2850428909183099,0.15556622881701504
kawung.108.jpg,Kawung,11572.378306878307,20647.39643347051,12393.544973544973,5955.138545953361,0.36908511576730696,0.407433319711718,0.33866338635399246,0.7092073331350801,83.91798941798942,104.40603566529492,88.65608465608467,40.31824417009602,1.810981015696949,1.8282306799262193,1.8187211740875935,1.6948821018243077,0.18473639455782315,0.17067745996262987,0.18226148484084995,0.2302889690483045,0.4298097190127547,0.41313128659377746,0.4269209351166208,0.4798843288213364,0.23779892736871514,-0.34771914643489144,0.18060991372419116,0.6112897689587897
